id,popularity,budget,revenue,original_title,cast,director,runtime,vote_average,release_year,genre1,genre2,genre3,genre4,genre5
286565,2.968254,12000000,85512300,Paper Towns,Nat Wolff|Cara Delevingne|Halston Sage|Justice Smith|Austin Abrams,Jake Schreier,109,6.2,2015,Drama,Mystery,Romance,,
265208,2.93234,30000000,0,Wild Card,Jason Statham|Michael Angarano|Milo Ventimiglia|Dominik GarcÃÂ­a-Lorido|Anne Heche,Simon West,92,5.3,2015,Thriller,Crime,Drama,,
254320,2.885126,4000000,9064511,The Lobster,Colin Farrell|Rachel Weisz|LÃÂ©a Seydoux|John C. Reilly|Ben Whishaw,Yorgos Lanthimos,118,6.6,2015,Thriller,Comedy,Drama,Romance,Science Fiction
258480,2.883233,11800000,40272135,Carol,Cate Blanchett|Rooney Mara|Kyle Chandler|Sarah Paulson|Jake Lacy,Todd Haynes,118,7.1,2015,Romance,Drama,,,
257211,2.814802,35000000,194564672,The Intern,Robert De Niro|Anne Hathaway|Rene Russo|Anders Holm|JoJo Kushner,Nancy Meyers,121,7.1,2015,Comedy,,,,
253412,2.798017,55000000,203427584,Everest,Jason Clarke|Jake Gyllenhaal|Josh Brolin|John Hawkes|Sam Worthington,Baltasar KormÃÂ¡kur,121,6.7,2015,Adventure,Drama,,,
274479,2.793297,60000000,101134059,Joy,Jennifer Lawrence|Bradley Cooper|Robert De Niro|Dascha Polanco|Edgar RamÃÂ­rez,David O. Russell,124,6.4,2015,Comedy,Drama,,,
257088,2.6144990000000004,105000000,133718711,Point Break,Edgar RamÃÂ­rez|Luke Bracey|Teresa Palmer|Delroy Lindo|Ray Winstone,Ericson Core,114,5.5,2015,Action,Crime,Thriller,,
295964,2.584264,20000000,36606743,Burnt,Bradley Cooper|Sienna Miller|Lily James|Alicia Vikander|Uma Thurman,John Wells,100,6.3,2015,Drama,,,,
238615,2.578919,26000000,30523226,Self/less,Ryan Reynolds|Ben Kingsley|Natalie Martinez|Matthew Goode|Michelle Dockery,Tarsem Singh,116,6.2,2015,Science Fiction,Mystery,Thriller,,
210860,2.575711,60000000,30418560,Mortdecai,Johnny Depp|Gwyneth Paltrow|Ewan McGregor|Paul Bettany|Olivia Munn,David Koepp,106,5.3,2015,Comedy,Adventure,,,
306819,2.557859,15000000,64191523,The Danish Girl,Eddie Redmayne|Alicia Vikander|Matthias Schoenaerts|Amber Heard|Ben Whishaw,Tom Hooper,120,7.3,2015,Drama,,,,
201088,2.5507470000000003,70000000,17752940,Blackhat,Chris Hemsworth|Leehom Wang|Tang Wei|Viola Davis|Holt McCallany,Michael Mann,133,5.0,2015,Mystery,Crime,Action,Thriller,Drama
273481,2.487849,30000000,84025816,Sicario,Emily Blunt|Benicio del Toro|Josh Brolin|Victor Garber|Jon Bernthal,Denis Villeneuve,121,7.1,2015,Action,Crime,Drama,Mystery,Thriller
166424,2.487042,120000001,167977596,Fantastic Four,Miles Teller|Kate Mara|Michael B. Jordan|Jamie Bell|Toby Kebbell,Josh Trank,100,4.4,2015,Action,Adventure,Science Fiction,,
310131,2.46449,3500000,40423945,The Witch,Anya Taylor-Joy|Ralph Ineson|Kate Dickie|Harvey Scrimshaw|Ellie Grainger,Robert Eggers,92,5.8,2015,Mystery,Horror,,,
238713,2.404473,65000000,235666219,Spy,Melissa McCarthy|Jason Statham|Rose Byrne|Miranda Hart|Bobby Cannavale,Paul Feig,120,6.9,2015,Action,Comedy,Crime,,
256591,2.395366,50100000,153962963,Focus,Will Smith|Margot Robbie|Rodrigo Santoro|Robert Taylor|Gerald McRaney,Glenn Ficarra|John Requa,105,6.7,2015,Romance,Comedy,Crime,Drama,
249070,2.354654,35000000,82347656,Hitman: Agent 47,Rupert Friend|Zachary Quinto|Hannah Ware|Emilio Rivera|Rolf Kanies,Aleksander Bach,96,5.5,2015,Action,Crime,Thriller,,
205775,2.345821,100000000,93820758,In the Heart of the Sea,Chris Hemsworth|Benjamin Walker|Cillian Murphy|Brendan Gleeson|Ben Whishaw,Ron Howard,122,6.4,2015,Thriller,Drama,Adventure,Action,History
334074,2.331636,20000000,0,Survivor,Pierce Brosnan|Milla Jovovich|Dylan McDermott|Angela Bassett|Robert Forster,James McTeigue,96,5.4,2015,Crime,Thriller,Action,,
312221,2.331567,35000000,137935567,Creed,Michael B. Jordan|Sylvester Stallone|Graham McTavish|Tessa Thompson|Phylicia RashÃd,Ryan Coogler,133,7.3,2015,Drama,,,,
271718,2.31767,35000000,140795793,Trainwreck,Amy Schumer|Bill Hader|Brie Larson|Colin Quinn|Vanessa Bayer,Judd Apatow,125,6.1,2015,Comedy,,,,
333352,2.29573,13000000,32848185,Eye in the Sky,Helen Mirren|Aaron Paul|Alan Rickman|Iain Glen|Barkhad Abdi,Gavin Hood,102,7.2,2015,Drama,Thriller,War,,
276907,2.28135,25000000,42972994,Legend,Tom Hardy|Emily Browning|Christopher Eccleston|David Thewlis|Taron Egerton,Brian Helgeland,131,6.7,2015,Crime,Thriller,,,
284289,2.272044,0,45895,Beyond the Reach,Michael Douglas|Jeremy Irvine|Hanna Mangan Lawrence|Ronny Cox|Martin Palmer,Jean-Baptiste LÃÂ©onetti,95,5.5,2015,Thriller,,,,
266647,2.234573,150000000,128388320,Pan,Levi Miller|Garrett Hedlund|Hugh Jackman|Rooney Mara|Amanda Seyfried,Joe Wright,111,5.9,2015,Adventure,Family,Fantasy,,
347096,2.165433,0,0,Mythica: The Darkspore,Melanie Stone|Kevin Sorbo|Adam Johnson|Jake Stormoen|Rocky Myers,Anne K. Black,108,5.1,2015,Action,Adventure,Fantasy,,
308369,2.141506,0,0,Me and Earl and the Dying Girl,Thomas Mann|RJ Cyler|Olivia Cooke|Connie Britton|Nick Offerman,Alfonso Gomez-Rejon,105,7.7,2015,Comedy,Drama,,,
227973,2.140199,99000000,246233113,The Peanuts Movie,Noah Schnapp|Bill Melendez|Venus Schultheis|Hadley Belle Miller|Madisyn Shipman,Steve Martino,88,6.4,2015,Adventure,Animation,Comedy,Family,
321741,2.121884,35000000,48623572,Concussion,Will Smith|Bitsie Tulloch|Gugu Mbatha-Raw|Alec Baldwin|Matthew Willig,Peter Landesman,123,6.9,2015,Drama,,,,
296100,2.096273,25000000,52395996,The Night Before,Joseph Gordon-Levitt|Seth Rogen|Anthony Mackie|Lizzy Caplan|Jillian Bell,Jonathan Levine,100,6.1,2015,Comedy,,,,
263472,2.080935,2500000,5214043,Knock Knock,Keanu Reeves|Lorenza Izzo|Ana de Armas|Aaron Burns|Colleen Camp,Eli Roth,99,4.8,2015,Drama,Horror,Thriller,,
228205,2.070708,34000000,63013281,The Longest Ride,Scott Eastwood|Britt Robertson|Lolita Davidovich|Melissa Benoist|Jack Huston,"George Tillman, Jr.",128,7.3,2015,Romance,Drama,,,
159824,2.060162,80000000,466183544,Hotel Transylvania 2,Adam Sandler|Andy Samberg|Selena Gomez|Kevin James|Steve Buscemi,Genndy Tartakovsky,89,6.8,2015,Animation,Comedy,Family,,
333348,2.055572,17000000,24000000,Love the Coopers,Steve Martin|Diane Keaton|John Goodman|Alan Arkin|Olivia Wilde,Jessie Nelson,107,5.3,2015,Family,Comedy,,,
285783,2.049886,35000000,61181942,The Walk,Joseph Gordon-Levitt|Ben Kingsley|Charlotte Le Bon|Ben Schwartz|James Badge Dale,Robert Zemeckis,123,6.8,2015,Adventure,Drama,Thriller,,
290764,2.026651,11000000,1863315,Tracers,Marie Avgeropoulos|Taylor Lautner|Adam Rayner|Rafi Gavron|Sam Medina,Daniel Benmayor,94,5.9,2015,Action,Crime,Drama,,
296099,2.000338,31000000,104384188,Vacation,Ed Helms|Christina Applegate|Skyler Gisondo|Steele Stebbins|Chris Hemsworth,John Francis Daley|Jonathan M. Goldstein,99,6.1,2015,Adventure,Comedy,,,
243688,1.984529,35000000,95437994,Poltergeist,Sam Rockwell|Rosemarie DeWitt|Saxon Sharbino|Kyle Catlett|Kennedi Clements,Gil Kenan,93,5.0,2015,Horror,Thriller,,,
287424,1.980039,4000000,187112,Maggie,Arnold Schwarzenegger|Abigail Breslin|Joely Richardson|Laura Cayouette|J.D. Evermore,Henry Hobson,95,5.1,2015,Horror,,,,
301875,1.959765,0,2000000,Equals,Kristen Stewart|Nicholas Hoult|Guy Pearce|Jacki Weaver|Bel Powley,Drake Doremus,101,5.6,2015,Drama,Romance,Science Fiction,,
181283,1.95632,50000000,3324330,Child 44,Tom Hardy|Gary Oldman|Noomi Rapace|Joel Kinnaman|Paddy Considine,Daniel Espinosa,137,5.9,2015,Crime,Thriller,,,
328425,1.926739,5000000,58978653,The Gift,Jason Bateman|Rebecca Hall|Joel Edgerton|David Denman|Beau Knapp,Joel Edgerton,108,6.6,2015,Thriller,Mystery,,,
274167,1.904898,50000000,240360392,Daddy's Home,Will Ferrell|Mark Wahlberg|Linda Cardellini|Thomas Haden Church|Hannibal Buress,Sean Anders,96,5.7,2015,Comedy,,,,
370687,1.876037,0,0,Mythica: The Necromancer,Melanie Stone|Adam Johnson|Kevin Sorbo|Nicola Posener|Jake Stormoen,A. Todd Smith,0,5.4,2015,Fantasy,Action,Adventure,,
307663,1.872696,10000000,0,Vice,Ambyr Childers|Thomas Jane|Bryan Greenberg|Bruce Willis|Johnathon Schaech,Brian A Miller,96,4.1,2015,Thriller,Science Fiction,Action,Adventure,
309809,1.865007,64000000,97571250,The Little Prince,Jeff Bridges|Rachel McAdams|Paul Rudd|Marion Cotillard|James Franco,Mark Osborne,92,7.5,2015,Adventure,Animation,Fantasy,,
258509,1.841779,0,233755553,Alvin and the Chipmunks: The Road Chip,Jason Lee|Justin Long|Bella Thorne|Matthew Gray Gubler|Jesse McCartney,Walt Becker,92,5.7,2015,Adventure,Animation,Comedy,Family,
298382,1.82313,11930000,18340000,The Dressmaker,Kate Winslet|Liam Hemsworth|Caroline Goodall|Judy Davis|Hayley Magnus,Jocelyn Moorhouse,118,6.9,2015,Drama,,,,
272693,1.758618,8500000,43528634,The DUFF,Mae Whitman|Robbie Amell|Bella Thorne|Bianca A. Santos|Skyler Samuels,Ari Sandel,100,6.8,2015,Romance,Comedy,,,
283445,1.742286,10000000,52882018,Sinister 2,Shannyn Sossamon|James Ransone|Tate Ellington|Nicholas King|Lucas Jade Zumann,Ciaran Foy,97,5.5,2015,Horror,,,,
256961,1.73518,30000000,107597242,Paul Blart: Mall Cop 2,Kevin James|Raini Rodriguez|Eduardo VerÃÂ¡stegui|Daniella Alonso|Neal McDonough,Andy Fickman,94,5.3,2015,Action,Adventure,Comedy,Family,
326359,1.7247119999999898,0,0,Frozen Fever,Kristen Bell|Idina Menzel|Jonathan Groff|Josh Gad|Chris Williams,Chris Buck|Jennifer Lee,8,7.0,2015,Adventure,Animation,Family,,
254302,1.661789,0,0,High-Rise,Tom Hiddleston|Sienna Miller|Jeremy Irons|Luke Evans|Elisabeth Moss,Ben Wheatley,119,5.4,2015,Action,Drama,Science Fiction,,
241251,1.6510779999999898,4000000,50163103,The Boy Next Door,Jennifer Lopez|Ryan Guzman|Ian Nelson|John Corbett|Kristin Chenoweth,Rob Cohen,91,3.9,2015,Thriller,,,,
292040,1.646664,0,0,Spooks: The Greater Good,Peter Firth|Kit Harington|Jennifer Ehle|Lara Pulver|Elyes Gabel,Bharat Nalluri,104,5.6,2015,Thriller,Action,,,
188222,1.532997,30000000,49263404,Entourage,Jeremy Piven|Adrian Grenier|Jerry Ferrara|Kevin Connolly|Kevin Dillon,Doug Ellin,104,6.2,2015,Comedy,,,,
252838,1.510096,23000000,79799880,The Wedding Ringer,Kevin Hart|Josh Gad|Kaley Cuoco|Affion Crockett|Jorge Garcia,Jeremy Garelick,101,6.5,2015,Comedy,,,,
273477,1.499614,15000000,14860766,Scouts Guide to the Zombie Apocalypse,Tye Sheridan|Logan Miller|Joey Morgan|Sarah Dumont|David Koechner,Christopher B. Landon,93,6.2,2015,Comedy,Horror,,,
298312,1.495112,5000000,98450062,The Visit,Olivia DeJonge|Ed Oxenbould|Kathryn Hahn|Benjamin Kanes|Deanna Dunagan,M. Night Shyamalan,94,5.9,2015,Horror,Thriller,,,
261023,1.48324599999999,53000000,99775678,Black Mass,Johnny Depp|Joel Edgerton|Benedict Cumberbatch|Dakota Johnson|Kevin Bacon,Scott Cooper,122,6.3,2015,Crime,Drama,,,
336004,1.449072,8900000,50136,Heist,Jeffrey Dean Morgan|Robert De Niro|Kate Bosworth|Dave Bautista|Gina Carano,Scott Mann,93,5.4,2015,Crime,Action,Thriller,,
287903,1.448002,15000000,61548707,Krampus,Adam Scott|Toni Collette|Allison Tolman|David Koechner|Emjay Anthony,Michael Dougherty,98,5.9,2015,Horror,Comedy,Fantasy,,
182560,1.443406,20000000,208588,Dark Places,Charlize Theron|Nicholas Hoult|Christina Hendricks|ChloÃÂ« Grace Moretz|Tye Sheridan,Gilles Paquet-Brenner,113,5.7,2015,Drama,Mystery,Thriller,,
192141,1.41239,5000000,54418872,No Escape,Owen Wilson|Lake Bell|Pierce Brosnan|Sterling Jerins|Spencer Garrett,John Erick Dowdle,103,6.7,2015,Action,Thriller,,,
308639,1.40805,700000,17986781,Dope,Shameik Moore|Kiersey Clemons|Tony Revolori|ZoÃÂ« Kravitz|Chanel Iman,Rick Famuyiwa,103,7.3,2015,Crime,Drama,Comedy,,
261392,1.388251,28000000,28208085,American Ultra,Jesse Eisenberg|Kristen Stewart|Topher Grace|Connie Britton|Walton Goggins,Nima Nourizadeh,96,5.9,2015,Comedy,Action,,,
304357,1.388032,11000000,61619773,Woman in Gold,Helen Mirren|Ryan Reynolds|Tatiana Maslany|Katie Holmes|Max Irons,Simon Curtis,120,7.3,2015,Drama,,,,
297291,1.38032,0,0,The Scorpion King: The Lost Throne,Victor Webster|Ellen Hollman|Barry Bostwick|Will Kemp|M. Emmet Walsh,Mike Elliott,105,4.5,2015,Action,Fantasy,Adventure,,
266294,1.376605,30000000,105011053,Sisters,Tina Fey|Amy Poehler|John Leguizamo|Ike Barinholtz|Maya Rudolph,Jason Moore,118,5.9,2015,Comedy,,,,
227719,1.360926,12000000,32248241,Project Almanac,Jonny Weston|Virginia Gardner|Sofia Black-D'Elia|Sam Lerner|Allen Evangelista,Dean Israelite,106,6.3,2015,Science Fiction,Thriller,,,
86828,1.360827,0,5189646,Absolutely Anything,Simon Pegg|Kate Beckinsale|Rob Riggle|Sanjeev Bhaskar|Joanna Lumley,Terry Jones,85,5.8,2015,Comedy,Science Fiction,,,
287948,1.355822,25000000,72629670,The Transporter Refueled,Ed Skrein|Ray Stevenson|Loan Chabanol|Gabriella Wright|Tatjana PajkoviÃâ¡,Camille Delamarre,96,5.3,2015,Thriller,Action,Crime,,
201085,1.345982,55000000,74679822,Crimson Peak,Mia Wasikowska|Jessica Chastain|Tom Hiddleston|Charlie Hunnam|Jim Beaver,Guillermo del Toro,119,6.4,2015,Mystery,Thriller,Fantasy,Horror,Drama
277355,1.342839,0,0,Everly,Salma Hayek|Hiroyuki Watanabe|Jennifer Blanc|Togo Igawa|Caroline Chikezie,Joe Lynch,90,5.1,2015,Thriller,Action,,,
264999,1.338481,14800000,122413057,Magic Mike XXL,Channing Tatum|Matt Bomer|Joe Manganiello|Kevin Nash|Adam RodrÃÂ­guez,Gregory Jacobs,115,6.3,2015,Comedy,Drama,Music,,
146301,1.338322,10000000,78099553,Paranormal Activity: The Ghost Dimension,Chris J. Murray|Brit Shaw|Ivy George|Lauren Frandsen|Tyler Craig,Gregory Plotkin,88,5.0,2015,Horror,Thriller,,,
223485,1.329702,0,229094,Slow West,Michael Fassbender|Kodi Smit-McPhee|Ben Mendelsohn|Caren Pistorius|Rory McCann,John Maclean,84,6.6,2015,Romance,Thriller,Western,,
294016,1.316239,15000000,8235661,Trumbo,Bryan Cranston|Diane Lane|Helen Mirren|Elle Fanning|Louis C.K.,Jay Roach,124,7.2,2015,Drama,,,,
290751,1.315266,19500000,32189727,Secret in Their Eyes,Chiwetel Ejiofor|Nicole Kidman|Julia Roberts|Dean Norris|Lyndon Smith,Billy Ray,111,6.2,2015,Crime,Drama,Mystery,,
309245,1.29314,0,2500431,Mistress America,Greta Gerwig|Lola Kirke|Charlie Gillette|Dean Wareham|Heather Lind,Noah Baumbach,84,6.4,2015,Comedy,,,,
228165,1.291013,74000000,311594032,The SpongeBob Movie: Sponge Out of Water,Tom Kenny|Bill Fagerbakke|Rodger Bumpass|Clancy Brown|Carolyn Lawrence,Paul Tibbitt,93,5.7,2015,Family,Animation,,,
245706,1.284541,0,4719695,True Story,Jonah Hill|James Franco|Felicity Jones|Maria Dizzia|Ethan Suplee,Rupert Goold,100,6.0,2015,Crime,Drama,Mystery,,
272878,1.278928,20000000,43967255,Max,Thomas Haden Church|Josh Wiggins|Lauren Graham|Robbie Amell|Mia Xitlali,Boaz Yakin,111,7.0,2015,Adventure,Drama,Family,,
263109,1.25358,0,59700000,Shaun the Sheep Movie,Justin Fletcher|Omid Djalili|Richard Webber|Kate Harbour|Tim Hands,Mark Burton|Richard Starzack,85,6.9,2015,Family,Animation,Comedy,Adventure,
157827,1.251681,11000000,0,Louder Than Bombs,Gabriel Byrne|Isabelle Huppert|Jesse Eisenberg|Devin Druid|Amy Ryan,Joachim Trier,109,6.3,2015,Drama,,,,
321751,1.245224,0,1702433,A Perfect Day,Olga Kurylenko|Benicio del Toro|Tim Robbins|MÃÂ©lanie Thierry|Fedja Stukan,Fernando LeÃÂ³n de Aranoa,106,6.3,2015,Comedy,Drama,,,
266396,1.225325,40000000,10664749,The Gunman,Sean Penn|Jasmine Trinca|Javier Bardem|Ray Winstone|Mark Rylance,Pierre Morel,115,5.6,2015,Action,Drama,Crime,,
277685,1.191138,1000000,62882090,Unfriended,Shelley Hennig|Moses Jacob Storm|Renee Olstead|William Peltz|Jacob Wysocki,Levan Gabriadze,82,5.6,2015,Horror,Thriller,,,
